NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
148.5,5055111,3383581,3045684,3828125,621199
149.5,4965770,3367082,2982952,3771935,607130
150.5,4875370,3355250,2930269,3720296,590423
151.5,4783925,3348109,2887310,3673115,571113
152.5,4691525,3345622,2853754,3630300,549282
153.5,4598338,3347690,2829283,3591770,525062
154.5,4504607,3354154,2813589,3557450,498625
155.5,4410645,3364797,2806368,3527270,470186
156.5,4316829,3379342,2807320,3501163,439994
157.5,4223590,3397454,2816148,3479064,408338
158.5,4131399,3418745,2832550,3460898,375538
159.5,4040758,3442776,2856217,3446584,341953
160.5,3952182,3469058,2886827,3436022,307985
161.5,3866191,3497060,2924037,3429096,274091
162.5,3783295,3526213,2967479,3425662,240812
163.5,3703983,3555915,3016751,3425550,208821
164.5,3628717,3585545,3071413,3428558,179007
165.5,3557917,3614466,3130981,3434454,152612
166.5,3491962,3642040,3194921,3442974,131376
167.5,3431183,3667635,3262647,3453822,117457
168.5,3375860,3690640,3333518,3466672,112649
169.5,3326220,3710475,3406836,3481177,116987
170.5,3282439,3726603,3481850,3496964,128442
171.5,3244640,3738542,3557758,3513647,144273
172.5,3212894,3745872,3633714,3530827,162230
173.5,3187224,3748248,3708835,3548103,180798
174.5,3167603,3745403,3782211,3565072,199018
175.5,3153956,3737152,3852918,3581342,216290
176.5,3146162,3723400,3920032,3596531,232229
177.5,3144052,3704136,3982646,3610278,246588
178.5,3147410,3679435,4039885,3622243,259217
179.5,3155976,3649450,4090920,3632115,270034
180.5,3169439,3614411,4134992,3639614,279016
181.5,3187442,3574612,4171419,3644491,286191
182.5,3209582,3530405,4199618,3646535,291638
183.5,3235406,3482189,4219110,3645568,295487
184.5,3264418,3430399,4229535,3641451,297921
185.5,3296074,3375497,4230657,3634076,299171
186.5,3329793,3317960,4222367,3623373,299516
187.5,3364957,3258271,4204683,3609304,299279
188.5,3400919,3196910,4177749,3591859,298806
189.5,3437008,3134346,4141827,3571060,298458
190.5,3472542,3071029,4097289,3546954,298583
191.5,3506839,3007386,4044607,3519611,299488
192.5,3539222,2943815,3984338,3489125,301416
193.5,3569042,2880684,3917111,3455612,304519
194.5,3595681,2818324,3843613,3419206,308849
195.5,3618571,2757033,3764570,3380058,314351
196.5,3637205,2697075,3680735,3338339,320878
197.5,3651148,2638677,3592871,3294232,328209
198.5,3660042,2582032,3501742,3247939,336075
199.5,3663623,2527303,3408092,3199672,344183
200.5,3661715,2474619,3312644,3149659,352242
201.5,3654240,2424084,3216086,3098137,359979
202.5,3641216,2375776,3119061,3045351,367156
203.5,3622750,2329748,3022168,2991555,373571
204.5,3599037,2286033,2925954,2937008,379072
205.5,3570351,2244647,2830910,2881969,383549
206.5,3537034,2205586,2737475,2826698,386936
207.5,3499485,2168835,2646031,2771450,389211
208.5,3458151,2134367,2556907,2716475,390383
209.5,3413512,2102142,2470382,2662012,390497
210.5,3366068,2072113,2386684,2608288,389620
211.5,3316331,2044225,2305997,2555518,387840
212.5,3264809,2018417,2228463,2503897,385258
213.5,3212002,1994624,2154186,2453604,381986
214.5,3158386,1972775,2083234,2404798,378141
215.5,3104413,1952795,2015647,2357618,373838
216.5,3050502,1934609,1951436,2312183,369192
217.5,2997034,1918137,1890592,2268588,364310
218.5,2944349,1903299,1833082,2226910,359292
219.5,2892748,1890010,1778860,2187206,354227
220.5,2842486,1878188,1727865,2149513,349193
221.5,2793778,1867746,1680025,2113850,344256
222.5,2746798,1858596,1635259,2080218,339469
223.5,2701678,1850651,1593478,2048602,334871
224.5,2658515,1843820,1554590,2018975,330491
225.5,2617370,1838012,1518498,1991293,326344
226.5,2578270,1833134,1485104,1965503,322436
227.5,2541216,1829092,1454308,1941539,318761
228.5,2506178,1825792,1426009,1919326,315306
229.5,2473105,1823134,1400107,1898782,312049
230.5,2441922,1821021,1376503,1879816,308962
231.5,2412539,1819353,1355100,1862331,306012
232.5,2384845,1818029,1335801,1846225,303161
233.5,2358720,1816946,1318512,1831393,300369
234.5,2334029,1816001,1303139,1817723,297594
235.5,2310630,1815089,1289592,1805104,294791
236.5,2288373,1814107,1277781,1793420,291916
237.5,2267104,1812950,1267617,1782557,288927
238.5,2246665,1811513,1259015,1772398,285780
239.5,2226897,1809695,1251889,1762827,282435
240.5,2207645,1807393,1246153,1753730,278852
241.5,2188752,1804508,1241726,1744995,274997
242.5,2170069,1800943,1238522,1736511,270837
243.5,2151452,1796605,1236460,1728172,266342
244.5,2132765,1791405,1235457,1719876,261488
245.5,2113881,1785259,1235429,1711523,256253
246.5,2094683,1778089,1236294,1703022,250622
247.5,2075068,1769822,1237969,1694287,244583
248.5,2054943,1760394,1240371,1685236,238131
249.5,2034231,1749748,1243415,1675798,231264
250.5,2012866,1737834,1247019,1665907,223987
251.5,1990801,1724614,1251098,1655505,216312
252.5,1968001,1710057,1255569,1644542,208254
253.5,1944447,1694142,1260350,1632979,199836
254.5,1920132,1676860,1265356,1620783,191086
255.5,1895068,1658211,1270507,1607929,182040
256.5,1869276,1638207,1275722,1594402,172739
257.5,1842792,1616868,1280923,1580194,163231
258.5,1815663,1594226,1286033,1565307,153573
259.5,1787946,1570322,1290979,1549749,143830
260.5,1759708,1545209,1295690,1533536,134078
261.5,1731023,1518946,1300098,1516689,124403
262.5,1701972,1491602,1304141,1499238,114908
263.5,1672641,1463253,1307759,1481218,105715
264.5,1643118,1433983,1310899,1462667,96970
265.5,1613496,1403881,1313512,1443630,88849
266.5,1583865,1373042,1315554,1424154,81562
267.5,1554319,1341563,1316988,1404290,75349
268.5,1524946,1309546,1317783,1384092,70467
269.5,1495835,1277094,1317913,1363614,67152
270.5,1467069,1244311,1317359,1342913,65562
271.5,1438728,1211302,1316107,1322046,65719
272.5,1410887,1178169,1314151,1301069,67497
273.5,1383614,1145015,1311489,1280039,70650
274.5,1356974,1111936,1308125,1259012,74878
275.5,1331023,1079029,1304070,1238041,79886
276.5,1305812,1046383,1299338,1217178,85418
277.5,1281386,1014086,1293950,1196474,91266
278.5,1257783,982216,1287928,1175976,97270
279.5,1235034,950850,1281301,1155728,103306
280.5,1213166,920056,1274098,1135773,109284
281.5,1192197,889896,1266355,1116150,115134
282.5,1172144,860428,1258107,1096893,120809
283.5,1153013,831701,1249390,1078035,126270
284.5,1134811,803758,1240246,1059605,131494
285.5,1117534,776637,1230712,1041628,136464
286.5,1101179,750369,1220829,1024126,141169
287.5,1085735,724980,1210638,1007118,145604
288.5,1071190,700490,1200176,990619,149767
289.5,1057528,676912,1189484,974641,153661
290.5,1044728,654257,1178598,959194,157290
291.5,1032767,632531,1167554,944284,160659
292.5,1021621,611733,1156386,929914,163778
293.5,1011262,591863,1145126,916084,166653
294.5,1001660,572912,1133806,902793,169294
295.5,992782,554873,1122451,890036,171711
